avg_H,avg_S,avg_V,var_H,var_S,var_V,hex_code,energy,entropy,contrast,loc_x,loc_y
22.247762787521452,0.7065237524363112,0.2657147886937179,577.9993088697372,0.016149960783450726,0.010171963659099259,#442716,19360.341867988453,-23997.003421975212,3.4716053507278763,129,129
23.816145847554,0.6946276514082262,0.20795113788069997,1908.0632686251288,0.051571306772831275,0.014846103304513573,#351D10,13016.96581979834,-20311.027522193486,3.7793082867538397,129,229
42.24801676216434,0.6512537696191911,0.20337283757543048,7531.559820580319,0.09435943478076768,0.04676021130067241,#342014,25274.92696517936,-10512.145380420863,8.841305174319476,129,329
97.00335080529105,0.6535900808069885,0.2783069848024298,20753.268581525328,0.09434289190622111,0.06165630628913504,#47251C,36242.72652455102,-12090.762721707646,9.325205124005898,129,429
167.44126295147083,0.7339834759594395,0.3465843985704018,29231.54751103773,0.05531527909955503,0.04098838782666189,#58231D,33804.58788113482,-15864.600242748445,8.254314333404746,129,529
212.88624787500913,0.8124973273181426,0.3439268944417083,30086.374841400466,0.012576816117336225,0.01421039059966221,#581515,16177.278042121565,-23211.08683957241,4.030431271489764,129,629
181.3637357784143,0.7988623484203707,0.29658753052917636,29739.791223378885,0.02848247969157897,0.019905159349575312,#4C1715,16690.057224088123,-19639.002881284578,5.339633999302531,129,729
111.32298245678493,0.6756312630596606,0.29299210122965746,20000.2008323302,0.06802336530088322,0.044157411708467195,#4A2C22,37364.355140374704,-15156.485684780018,8.535989320573922,129,829
62.11472539916234,0.5873802255943064,0.21626386114408822,3498.3000708136487,0.07182618799753462,0.05038932160472054,#362D1F,33667.086735696554,-13068.623879308892,8.482062994859898,129,929
26.76426916745422,0.6931062786865235,0.17480005189254919,2691.437380422878,0.05499296942829069,0.017438150473839547,#2D190E,10984.617119165097,-17091.887896182507,4.080793900565263,229,129
32.96535546153064,0.6643260031209658,0.1403882263287001,4700.188570618781,0.08215963309188246,0.01795789389051707,#24140C,8422.252718831569,-13990.676704554295,4.166594858674228,229,229
45.31967359664371,0.616653097492566,0.2438002208105153,7399.299850188098,0.08867653038858223,0.07205843429267654,#3E2B1D,39882.51477578695,-11086.40887090194,9.067573939298683,229,329
68.15574819113614,0.5894020088100932,0.3920485652511697,12750.076707871185,0.07099428642090805,0.07826627216571388,#64432E,71082.94541685266,-16712.844552319133,10.200604731004164,229,429
108.1404311572486,0.6679171590350728,0.4491449158809309,21150.45463985068,0.0427947108633844,0.05041926303595253,#734430,70927.1261202567,-19600.566195249747,8.830954837313948,229,529
170.78671532802105,0.7716414471599129,0.3613236043709676,29013.51609671999,0.030090732936619926,0.034893559851077074,#5C251D,34546.20268090193,-17246.49480905263,8.021424670304539,229,629
180.19486414844485,0.8300399879363997,0.26580141481413533,29889.258133879193,0.020995268718573625,0.02237022675960294,#441311,12680.625135798948,-18771.54118647987,4.7173206784963515,229,729
122.14738402780637,0.6933776884249928,0.30086183786903303,22216.980293822104,0.06225022224666567,0.038930768698007726,#4C2B21,36478.08957145605,-15580.787060866407,6.883937795832582,229,829
60.52751396152596,0.5953545672567334,0.23626742949901425,3426.588505170752,0.06378774801973776,0.04854753108784859,#3B2F21,35271.6945652045,-14250.353894391243,7.00232892249984,229,929
37.725450914759435,0.6029487041641038,0.1571910218765094,4763.239773370044,0.0994131497969215,0.03589796265845581,#281D15,19621.441368811964,-9712.466940001123,7.762464516470562,329,129
40.23068796363037,0.5810800873992975,0.13600876829709613,5916.1706247459315,0.11436163294174619,0.04144315552069455,#231911,18508.887693616274,-7140.001771753071,7.891646069854975,329,229
42.21127171660109,0.5596941212109467,0.23341897978892082,5721.958202394975,0.10201572360632646,0.08052058855801722,#3B2D1E,41644.06112982934,-10639.891431210472,10.080128748573484,329,329
47.557136996567905,0.5334384288255625,0.4299802968621929,5778.785432821578,0.06360198431764097,0.09172043391629012,#6E5439,90321.81872423083,-18640.574918281694,10.536991447850772,329,429
67.0597664652621,0.5667791850877201,0.5253372496177081,10347.755120035496,0.04504306833632322,0.07313930007086963,#866546,119543.76063452636,-21299.118342537568,11.336383687157955,329,529
126.95868980143034,0.6555978368601466,0.46515626099339796,22892.225249254818,0.05962829101816091,0.07269259770612921,#774F39,93490.92995459099,-17958.80989057039,11.048025502285997,329,629
143.30109187443557,0.7591716460810936,0.34222863061559466,26939.671674345333,0.04428009950428931,0.05111185118345759,#572A20,42997.354667816464,-14367.444506428985,9.554203162134863,329,729
111.295625090437,0.6745462595045483,0.33335150166290684,20798.0277456489,0.06322348490797977,0.04283054160890463,#553126,44456.581948360435,-16400.927446805275,8.014917914437277,329,829
60.18525862335155,0.583649306616468,0.2728687762709741,3283.6350998320204,0.057085496344299054,0.052506742414444606,#443525,42117.63315191764,-15573.210898543346,7.741741681082513,329,929
41.90648085284388,0.4498291548773838,0.3002349711251213,3379.7736872850887,0.08989925230018907,0.07245424089785084,#4C4334,62693.25793448901,-15580.995364770459,9.549616174848124,429,129
40.75555630250126,0.45974922312467226,0.3269690149826377,3839.7288934771873,0.086824279279693245,0.0944271817319805,#534737,76241.13228831116,-14444.336151506526,9.828695219814799,429,229
41.43833364423262,0.4648037425566271,0.36193159030179317,3233.8161282307287,0.07607147183318466,0.09049759389965933,#5C4D39,81485.87261061263,-16395.227706277794,12.085034530189288,429,329
40.84868676102453,0.4872457017537291,0.47774281660763446,2262.5402240030357,0.04838866823064506,0.0836986819643083,#7A6346,111518.17667438994,-20418.368330483037,10.914798851232948,429,429
