dim,birth,death,max_scale,max_dim
0,0,4.359542082844814,4.359542082844814,3
0,0,1.827918450880632,4.359542082844814,3
0,0,1.5224638249083247,4.359542082844814,3
0,0,0.8698320883003332,4.359542082844814,3
0,0,1.4848884211759412,4.359542082844814,3
0,0,1.386659191651452,4.359542082844814,3
0,0,0.855851186741096,4.359542082844814,3
0,0,1.107358215306218,4.359542082844814,3
0,0,0.8386363296282824,4.359542082844814,3
0,0,1.1038086035785797,4.359542082844814,3
0,0,1.2569416364345671,4.359542082844814,3
0,0,1.670275473334496,4.359542082844814,3
0,0,1.4960288659680547,4.359542082844814,3
0,0,1.4689939188501342,4.359542082844814,3
0,0,1.7567503630186183,4.359542082844814,3
0,0,1.446574787494181,4.359542082844814,3
0,0,0.8456032686506085,4.359542082844814,3
0,0,0.5341812435348429,4.359542082844814,3
0,0,0.7317332034272535,4.359542082844814,3
0,0,0.4547177809694315,4.359542082844814,3
0,0,1.5399799505287937,4.359542082844814,3
0,0,1.3104978830408784,4.359542082844814,3
0,0,1.2340941861675803,4.359542082844814,3
0,0,1.337390041730148,4.359542082844814,3
0,0,1.0514549013371075,4.359542082844814,3
0,0,0.5667782907705798,4.359542082844814,3
0,0,0.3234506192990437,4.359542082844814,3
0,0,0.9528375285531825,4.359542082844814,3
0,0,1.6900015625816411,4.359542082844814,3
0,0,0.9617974610130832,4.359542082844814,3
0,0,0.9971691690157725,4.359542082844814,3
0,0,1.248713681283949,4.359542082844814,3
0,0,0.9790657070545244,4.359542082844814,3
0,0,1.0757135508952016,4.359542082844814,3
0,0,0.9589423226868283,4.359542082844814,3
0,0,0.7233448200090674,4.359542082844814,3
0,0,1.066888768560904,4.359542082844814,3
0,0,1.741738322694254,4.359542082844814,3
0,0,1.2279710541907718,4.359542082844814,3
0,0,1.2306501153237315,4.359542082844814,3
0,0,1.114763957570699,4.359542082844814,3
0,0,1.2554977028704928,4.359542082844814,3
0,0,0.9998513976368436,4.359542082844814,3
0,0,0.9928577875128465,4.359542082844814,3
0,0,0.783998039908189,4.359542082844814,3
0,0,1.0992344726811754,4.359542082844814,3
0,0,1.5654253632713486,4.359542082844814,3
0,0,1.3618855219410535,4.359542082844814,3
0,0,1.4643954223574098,4.359542082844814,3
0,0,1.4449195876725411,4.359542082844814,3
0,0,1.2966755948908304,4.359542082844814,3
0,0,1.567916119853422,4.359542082844814,3
0,0,1.0375831761724055,4.359542082844814,3
0,0,0.9632266251313544,4.359542082844814,3
0,0,0.9076537094948918,4.359542082844814,3
0,0,1.0664807099777198,4.359542082844814,3
0,0,0.7430714409219954,4.359542082844814,3
0,0,0.6827713653641919,4.359542082844814,3
0,0,0.8839719731241078,4.359542082844814,3
0,0,0.8273116655855074,4.359542082844814,3
0,0,1.2176934110195983,4.359542082844814,3
0,0,1.3301355861760844,4.359542082844814,3
0,0,0.9628511682770263,4.359542082844814,3
0,0,0.3333016296083866,4.359542082844814,3
0,0,0.9872522549707281,4.359542082844814,3
0,0,1.1429106869190238,4.359542082844814,3
0,0,1.0630144230344014,4.359542082844814,3
0,0,1.2709608927011606,4.359542082844814,3
0,0,1.432932965906928,4.359542082844814,3
0,0,1.2451265001691105,4.359542082844814,3
0,0,0.8954733902935101,4.359542082844814,3
0,0,0.7268612283409603,4.359542082844814,3
0,0,0.34545853298802576,4.359542082844814,3
0,0,1.155810393472355,4.359542082844814,3
0,0,1.3214709589438962,4.359542082844814,3
0,0,0.6813032641783211,4.359542082844814,3
0,0,0.844943928038077,4.359542082844814,3
0,0,1.4534886976165768,4.359542082844814,3
0,0,1.5668776723050826,4.359542082844814,3
0,0,1.7981650723588591,4.359542082844814,3
0,0,1.2997116265459132,4.359542082844814,3
0,0,0.516701176524689,4.359542082844814,3
0,0,1.3914049795899883,4.359542082844814,3
0,0,0.7068010390515395,4.359542082844814,3
0,0,1.1695840219118385,4.359542082844814,3
0,0,1.0520063303576161,4.359542082844814,3
0,0,1.2706111568464906,4.359542082844814,3
0,0,1.5753119082321099,4.359542082844814,3
0,0,2.543462428001291,4.359542082844814,3
0,0,1.266076903826669,4.359542082844814,3
0,0,1.0306054661842745,4.359542082844814,3
0,0,1.0914400184212576,4.359542082844814,3
0,0,0.6629254451792994,4.359542082844814,3
0,0,0.5548382926357001,4.359542082844814,3
0,0,0.6822959242660921,4.359542082844814,3
0,0,1.3478630355096974,4.359542082844814,3
0,0,1.6303081019490995,4.359542082844814,3
0,0,1.7438287338795737,4.359542082844814,3
0,0,1.823880801134577,4.359542082844814,3
1,1.1072089702396555,1.3934932354838216,4.359542082844814,3
1,1.1992660288046235,1.2283189302815851,4.359542082844814,3
1,1.3759574042295024,1.4474461155492064,4.359542082844814,3
1,1.461067726498917,1.5240140957841608,4.359542082844814,3
1,1.4736399300494671,1.5282217161469869,4.359542082844814,3
1,1.495335551327275,1.5368115032049143,4.359542082844814,3
1,1.5012883687499807,1.9262858169993113,4.359542082844814,3
1,1.5067086983351345,1.6141131600009195,4.359542082844814,3
1,1.5412147568592642,1.7324535605006064,4.359542082844814,3
1,1.5631880456360963,2.1387976159529214,4.359542082844814,3
1,1.612906496415826,1.7213580655478866,4.359542082844814,3
1,1.664162344277919,2.013935551005407,4.359542082844814,3
1,1.6912356875815633,2.2506280851581972,4.359542082844814,3
1,1.7010232192553092,1.9203782888682512,4.359542082844814,3
1,1.7048160046888163,1.8294881222436683,4.359542082844814,3
1,1.7524304881165438,2.0667635798420014,4.359542082844814,3
1,1.7636805593172438,1.8893514357503403,4.359542082844814,3
1,1.767472727230832,2.178113640399158,4.359542082844814,3
1,1.7774663157717447,1.8535979442042767,4.359542082844814,3
1,1.7912496692263842,1.9863745020037666,4.359542082844814,3
