dim,birth,death,max_scale,max_dim
0,0,4.38566290803756,4.38566290803756,3
0,0,1.7219735941163845,4.38566290803756,3
0,0,1.3106073800272364,4.38566290803756,3
0,0,2.0417766386098672,4.38566290803756,3
0,0,1.998170767355826,4.38566290803756,3
0,0,1.9391939704901417,4.38566290803756,3
0,0,1.4970931916135968,4.38566290803756,3
0,0,1.151332091060642,4.38566290803756,3
0,0,1.923772594277548,4.38566290803756,3
0,0,1.6620015210108927,4.38566290803756,3
0,0,1.2843060067366159,4.38566290803756,3
0,0,1.1864870573415445,4.38566290803756,3
0,0,1.6649831868020382,4.38566290803756,3
0,0,1.4633350237259177,4.38566290803756,3
0,0,1.218351320137299,4.38566290803756,3
0,0,1.8030007431041202,4.38566290803756,3
0,0,0.9533622377004825,4.38566290803756,3
0,0,1.7635385237661123,4.38566290803756,3
0,0,1.6542863419789315,4.38566290803756,3
0,0,1.3224681826969726,4.38566290803756,3
0,0,1.2139535252541727,4.38566290803756,3
0,0,1.1703667931731958,4.38566290803756,3
0,0,1.1409862882000472,4.38566290803756,3
0,0,1.2806291084948094,4.38566290803756,3
0,0,1.3487440171960279,4.38566290803756,3
0,0,1.2832161662850503,4.38566290803756,3
0,0,1.6191553827977945,4.38566290803756,3
0,0,1.905735563554837,4.38566290803756,3
0,0,1.5086684908346055,4.38566290803756,3
0,0,1.9328208759686047,4.38566290803756,3
0,0,2.032451222948744,4.38566290803756,3
0,0,2.0363343087901686,4.38566290803756,3
0,0,1.330975014389229,4.38566290803756,3
0,0,1.0020128474057255,4.38566290803756,3
0,0,0.8955757625674773,4.38566290803756,3
0,0,0.6689371913442325,4.38566290803756,3
0,0,1.9920706409145748,4.38566290803756,3
0,0,1.656692709327264,4.38566290803756,3
0,0,1.5982854632251913,4.38566290803756,3
0,0,1.4076809952979976,4.38566290803756,3
0,0,1.4151972097255807,4.38566290803756,3
0,0,1.139362036953442,4.38566290803756,3
0,0,0.9952161519829632,4.38566290803756,3
0,0,0.8478324708453966,4.38566290803756,3
0,0,0.6537748900687141,4.38566290803756,3
0,0,1.737453964665521,4.38566290803756,3
0,0,1.499072373829914,4.38566290803756,3
0,0,0.7999358854822691,4.38566290803756,3
0,0,1.390520067456595,4.38566290803756,3
0,0,1.4235003531583976,4.38566290803756,3
0,0,1.1251859786849134,4.38566290803756,3
0,0,1.2575621357784155,4.38566290803756,3
0,0,1.2665687481888026,4.38566290803756,3
0,0,1.104108307918252,4.38566290803756,3
0,0,0.7260969565617545,4.38566290803756,3
0,0,1.4342834503494961,4.38566290803756,3
0,0,1.1783528840693334,4.38566290803756,3
0,0,0.9845487129006888,4.38566290803756,3
0,0,1.483136908843535,4.38566290803756,3
0,0,1.1937156043968689,4.38566290803756,3
0,0,0.7067482453691424,4.38566290803756,3
0,0,1.039372641379698,4.38566290803756,3
0,0,0.9520702065535046,4.38566290803756,3
0,0,1.6001835063742014,4.38566290803756,3
0,0,1.2512984756311714,4.38566290803756,3
0,0,0.9228633788265584,4.38566290803756,3
0,0,1.2423183144588992,4.38566290803756,3
0,0,1.1422421664785614,4.38566290803756,3
0,0,0.8389125646737883,4.38566290803756,3
0,0,0.6229574470629334,4.38566290803756,3
0,0,0.7929991043854914,4.38566290803756,3
0,0,0.9489934441584589,4.38566290803756,3
0,0,1.0394891480532835,4.38566290803756,3
0,0,1.084180148492825,4.38566290803756,3
0,0,0.849192209257386,4.38566290803756,3
0,0,0.810003987763816,4.38566290803756,3
0,0,0.8579704479711403,4.38566290803756,3
0,0,0.732695461637614,4.38566290803756,3
0,0,1.196844530579975,4.38566290803756,3
0,0,1.3369350617621503,4.38566290803756,3
0,0,0.8518876695092975,4.38566290803756,3
0,0,1.0433310241502443,4.38566290803756,3
0,0,1.1172000602537107,4.38566290803756,3
0,0,1.2387736893209877,4.38566290803756,3
0,0,0.7646573078489236,4.38566290803756,3
0,0,0.6034786087467587,4.38566290803756,3
0,0,0.9864846140560463,4.38566290803756,3
0,0,1.1218132312081672,4.38566290803756,3
0,0,1.0991790715909344,4.38566290803756,3
0,0,0.815875791362475,4.38566290803756,3
1,1.023251981281177,1.055860658271379,4.38566290803756,3
1,1.2610605831611215,1.456365033433458,4.38566290803756,3
1,1.2940158007987572,1.5057073123831812,4.38566290803756,3
1,1.3122344426947847,1.3655925094987607,4.38566290803756,3
1,1.3801384749285017,1.6859625527014928,4.38566290803756,3
1,1.4183029631936714,1.6042379246788068,4.38566290803756,3
1,1.5830173356774877,1.6556472989985884,4.38566290803756,3
1,1.6044773184859134,1.660086930754203,4.38566290803756,3
1,1.6381697308789234,1.734782972635194,4.38566290803756,3
1,1.6645741644040526,1.7159662228400447,4.38566290803756,3
1,1.7228724980594305,1.921475337502067,4.38566290803756,3
1,1.7512568715230088,2.0873849044200607,4.38566290803756,3
1,1.7778207591093038,1.941097858108122,4.38566290803756,3
1,1.9603056035807265,2.01052252068066,4.38566290803756,3
1,1.9735237577562375,2.2209164417875775,4.38566290803756,3
1,1.9914924797395908,2.3845998519014406,4.38566290803756,3
1,2.0153470795231905,2.0452844747274774,4.38566290803756,3
1,2.0834991224042403,2.1501172023929414,4.38566290803756,3
1,2.1191613798411897,2.2569096605806456,4.38566290803756,3
1,2.1591868682497153,2.3119956306935525,4.38566290803756,3
1,2.1826144779858305,2.424149996217718,4.38566290803756,3
1,2.2145307784975437,2.2691444031256456,4.38566290803756,3
1,2.3549144781769398,2.488804905915878,4.38566290803756,3
1,2.788025763878093,3.2733911674485023,4.38566290803756,3
1,2.8882985424006193,3.2951587687442707,4.38566290803756,3
1,3.203503243222757,3.3413923249435404,4.38566290803756,3
2,2.448143813911149,2.540467676578783,4.38566290803756,3
2,3.1397223035799473,3.157955720036531,4.38566290803756,3
